0.719433,0.855970,1.005664,0.882195,0.995433,0.980109,1.019629,0.941171
0.944420,0.959652,0.853752,0.969291,0.729585,0.620097,0.886527,0.916975
0.917720,0.996399,1.010531,0.883518,0.874666,1.001557,0.917431,0.955035
0.875450,0.817558,0.749032,1.045840,0.779240,1.047341,0.877040,0.912336
0.905780,0.733379,0.999704,0.965034,1.007012,0.819531,0.976697,0.856893
0.797649,0.972327,0.872775,0.891814,1.011409,0.839703,0.940306,0.980914
0.998088,0.776918,1.017975,0.884963,0.837554,1.046165,0.803907,0.859196
1.051483,0.987197,0.918893,0.869907,0.987145,0.981370,0.999574,0.887292
0.955683,0.875051,0.975554,0.616694,0.916203,0.892669,1.026425,0.956645
0.900080,0.958936,0.886818,0.947447,1.030176,0.843109,0.820093,1.035861
0.767483,1.016551,0.912331,0.899565,0.953320,0.911764,0.973436,1.066698
0.839042,0.876496,0.886650,0.976010,0.775130,0.894757,0.931358,0.855030
0.913205,0.802500,0.821114,1.006475,0.997411,0.700432,1.020223,0.965067
0.990705,0.998989,0.876585,1.004723,1.096408,1.048180,0.855386,0.763391
0.968875,0.806308,1.086932,0.736778,0.850403,0.931875,0.682987,0.874738
0.825357,0.960228,1.037384,0.919234,0.978334,0.907456,0.912289,0.846202
0.923595,0.903630,0.975492,0.864446,0.966541,0.962758,0.765968,0.865259
0.774960,0.904016,0.892794,0.776775,0.924239,0.773766,0.801317,1.056681
0.951960,0.782624,0.778423,0.846802,0.904340,1.043812,0.899282,0.865897
0.744806,1.042563,0.875778,0.960128,1.011710,0.957857,0.954628,0.936185
0.839807,0.919618,0.850713,0.967224,0.797163,0.948608,1.031671,0.970198
1.122870,0.972523,0.945278,0.925683,0.905841,0.804894,0.783552,0.942143
0.697872,0.883317,0.859418,0.773173,1.032329,0.888589,0.869345,0.900408
0.877513,0.815620,0.863697,0.913677,0.836417,0.946883,0.873856,0.925138
1.075492,0.813947,0.986793,0.944730,0.974241,0.921232,0.669877,0.871629
1.186309,0.833638,0.933855,0.979483,0.837414,0.810597,0.897472,0.861938
0.730850,0.872845,0.946233,0.914994,0.967113,0.977061,0.807506,0.949221
0.937708,1.008898,0.722266,0.842828,0.942677,1.031416,0.803669,1.069256
0.785492,1.072751,0.932093,0.851688,0.896266,0.907764,0.979316,0.725457
1.083588,1.012713,0.962491,1.071137,0.987589,0.831461,0.833395,0.875307
0.742086,0.872403,0.900998,0.864243,0.826242,1.040879,0.918351,0.812398
0.693047,0.829239,0.851842,0.877902,0.904222,0.861849,0.826215,1.023151
0.877707,0.978253,0.894882,0.945585,0.891404,0.980987,0.929567,0.953894
0.838053,0.982338,1.035457,0.854840,0.860893,0.880503,0.892576,0.969953
1.173350,0.919226,0.970994,1.114706,0.910116,1.001224,0.938918,1.042785
0.617854,1.073453,0.705627,0.732153,0.907371,0.967228,0.882766,0.796992
0.942993,0.926184,0.917501,0.867722,0.969993,0.852334,0.793532,0.894238
0.788832,0.955929,1.045830,0.926984,1.057149,0.990687,0.857721,0.992097
0.965583,0.822343,0.877726,0.960384,0.976019,0.776969,0.955865,0.918046
0.975781,1.052563,0.957477,0.923827,0.943990,0.819314,0.962411,0.916954
0.872155,0.864390,0.857338,0.931319,0.686251,0.986863,0.871205,1.008536
0.928305,0.822475,0.961019,0.811403,0.907389,0.767511,0.709319,0.869656
0.903244,0.800862,0.745604,0.901187,1.036709,0.795962,0.901699,0.939301
0.945083,0.985534,0.806232,0.763094,0.709772,0.859161,0.813465,1.015471
0.978740,0.808357,0.949981,0.931552,0.904272,1.051283,1.026261,1.039438
1.013570,0.960052,0.926945,0.923297,1.054877,0.866663,0.976656,0.960089
0.940777,0.682575,0.996286,1.044011,1.003953,0.958420,0.818632,0.661229
0.907130,0.987409,0.919999,0.960773,0.983935,0.963293,0.905416,0.698363
0.771355,0.941323,1.037608,0.926590,1.020405,0.859018,1.022400,0.814827
0.881957,0.874023,0.845470,0.728983,0.702731,0.721939,1.043170,0.866001
0.931941,0.950727,0.863414,1.079888,0.908562,0.915619,0.963973,0.840247
0.990798,0.867305,0.908718,0.731277,0.851686,0.792799,0.707498,0.785608
0.858090,0.828189,0.949489,0.959289,0.949803,1.005536,0.837471,0.863912
0.860578,0.815095,0.764681,0.718605,0.786527,0.689308,0.872171,0.772636
1.080385,0.855165,0.725793,1.018802,0.824693,0.899037,0.935314,0.875332
0.965255,0.915907,1.055594,0.915700,0.848119,1.035969,0.886823,0.934015
0.984869,1.045809,0.927409,0.933848,0.850043,0.989646,0.863530,0.828438
0.952792,0.849692,0.962495,0.818986,0.944889,0.761742,0.798471,0.688730
0.823953,0.904741,0.807143,0.906912,0.732027,0.854034,0.901238,0.994873
0.891635,0.715719,0.982157,1.050647,0.939502,0.918701,0.846412,0.967243
0.952392,0.900316,0.788053,0.787898,0.879359,0.919499,0.913236,1.024762
0.799374,0.760304,0.780761,0.887821,0.816320,0.774545,1.065487,0.850359
0.869446,0.756785,0.977352,0.689945,0.874553,0.825404,0.913143,0.886537
0.903118,0.867439,0.799321,0.901339,0.922340,0.945796,0.931791,0.964686
0.812408,0.959272,1.007076,0.935968,0.967282,0.985654,1.009747,0.991117
0.923944,0.968151,0.835721,0.918934,0.915152,0.784237,0.871930,0.981491
1.053148,0.704189,0.996427,0.926391,0.917865,0.826348,0.748016,1.020988
0.832712,0.911538,1.091672,0.905195,0.786671,0.796605,0.942167,0.773951
0.746547,1.048021,1.208450,0.791380,0.787207,1.001814,0.799174,0.834066
0.995216,0.950197,0.869618,1.007007,0.837092,0.773173,0.645271,0.814079
0.892724,0.686048,0.941052,0.856917,0.881686,0.946930,0.912487,1.017556
0.829506,0.859810,0.666710,0.874721,0.992125,1.052637,0.962020,0.860175
1.036098,0.791520,0.956565,0.961630,0.786724,1.055845,0.945084,0.613608
0.966964,0.964869,0.853191,0.905126,0.932125,0.769355,0.943072,0.941903
0.924336,0.772959,0.853051,0.726903,1.071712,0.806408,0.878770,0.770397
0.866865,1.010859,0.982239,0.907098,0.820891,1.027711,0.727921,0.829417
0.790723,0.916305,0.850274,0.875730,0.867599,1.006622,0.883807,0.802654
0.903423,0.746796,0.718916,0.930285,0.993239,0.793846,1.008563,0.853561
0.980313,0.962787,1.041414,0.651347,0.814215,0.976404,1.010397,0.685364
0.871034,0.840832,0.870071,0.860336,1.029485,0.874122,0.818420,1.016190
0.935199,0.825045,0.826214,0.809989,0.827532,0.849284,0.875238,0.954405
0.938391,0.862615,0.948244,1.009604,1.063542,0.882604,0.929524,0.798475
0.708187,0.825077,0.828422,0.869999,0.700493,0.988173,0.790893,0.927153
0.832577,0.923099,0.794739,1.038264,0.889996,0.796401,0.837225,0.842289
0.782019,0.876969,0.659232,0.979623,1.001716,0.848865,0.862269,1.088630
0.903685,0.914555,0.978451,0.954958,0.853441,0.938060,0.899883,0.926325
0.947602,1.054143,0.884149,0.914084,0.893115,0.801028,0.888958,1.026731
1.016239,0.856467,0.914234,0.810335,0.934467,0.693818,1.051436,1.011257
0.830804,0.908695,0.977793,0.632847,0.947006,0.914298,1.009783,0.796399
0.960167,0.825220,0.801880,0.853058,0.998239,0.904945,0.834863,0.998616
0.963211,0.835589,0.951388,0.971637,0.848891,0.918460,0.911616,0.744673
1.010572,0.836225,0.910034,0.760021,0.903740,1.011830,0.732949,0.919850
0.836910,0.869050,0.730568,1.031996,0.966867,0.896141,1.003462,1.099139
0.981857,0.788028,0.968156,0.747724,1.036043,0.873143,1.018044,0.971165
0.856404,1.028707,0.946661,1.011957,0.926351,0.728907,0.924958,0.831265
0.899742,0.948898,1.116437,0.992472,0.904641,0.893457,0.791684,0.894092
0.764026,0.796906,0.810891,1.070550,0.946142,0.796796,0.771288,0.795978
1.038383,0.968249,0.945390,0.846892,0.860513,0.943108,1.045535,0.835535
0.940579,0.888510,0.882391,1.007088,0.884455,0.894422,1.095434,0.845294
1.063361,0.920367,0.810722,0.902492,0.718089,0.925058,0.798594,0.944786
0.891152,0.862527,0.784309,0.848918,0.729128,0.791076,0.924216,0.852158
1.097083,0.696426,0.796154,0.916929,0.883842,0.942291,1.030275,0.846825
0.826035,0.783417,0.976278,0.924753,0.858921,0.970861,0.870096,0.683073
0.960171,0.742551,0.809949,0.883411,0.906918,0.688236,0.961897,0.750084
0.973564,0.873844,0.727167,0.709717,0.841266,0.967422,0.881018,0.786446
0.867517,0.780535,0.997626,0.771769,0.746123,0.910230,0.917736,0.934309
0.968112,0.727350,0.826431,0.917959,1.107295,0.970804,0.857112,0.799751
1.014021,0.900604,1.056364,1.057581,0.739617,0.759086,0.968173,1.011066
0.925139,0.878262,0.900284,0.802416,0.861841,0.805140,0.778174,1.013581
0.858512,0.917681,0.852402,0.762359,0.830228,0.882895,0.996373,0.906556
0.833068,0.844576,0.688381,0.928238,0.952034,0.886585,1.107060,0.733381
0.780737,0.900968,0.810639,0.823844,0.856762,0.780739,0.911845,1.010410
0.708744,0.791806,0.853871,0.924225,0.787405,0.832757,0.964609,0.914775
1.124830,0.773415,0.887598,0.891936,0.946475,0.897221,0.833946,0.875407
0.946325,0.946864,0.831999,0.685629,0.943009,0.886433,0.937002,0.641007
0.957257,0.966877,0.818041,0.800485,0.990781,1.052707,0.929096,0.817674
0.926235,0.887698,0.975714,0.943828,0.708142,0.853886,0.780994,0.913392
0.760247,0.998188,0.916295,0.971911,0.890337,0.826471,0.908721,1.011908
0.867291,1.072912,0.836202,0.852332,1.098217,0.898155,1.208856,0.702518
0.976265,0.836205,0.827655,0.924635,0.812886,0.956231,0.775880,0.979106
0.985999,0.933854,0.919201,0.924945,0.796147,0.882761,0.863552,0.809844
0.688093,0.699660,0.994556,0.989382,1.028660,0.828035,0.778857,0.788610
0.947276,0.811513,1.118565,0.922086,1.076301,0.925187,0.916866,1.016892
0.981400,0.933798,0.905231,0.757728,0.763000,0.802967,1.054166,0.697875
0.953189,0.754833,0.845852,0.903648,0.884885,1.017625,0.884559,0.778770
0.879201,0.900103,0.783883,0.816127,0.803350,1.033362,0.872819,0.922241
1.092407,0.841703,0.803735,0.932079,0.921069,0.842184,0.879652,0.937410
0.650495,0.729488,0.874097,0.852030,0.921243,0.969638,0.960893,0.877498
0.745704,0.791085,0.921721,0.818555,0.955908,0.843989,0.756353,0.938413
0.941478,0.963768,1.179702,0.866769,0.844637,0.886495,1.073557,0.801721
0.889600,1.014502,0.909843,0.911624,0.999503,0.715502,0.795455,0.949326
0.867236,0.845540,0.824606,0.881935,1.175888,0.902054,0.847014,0.854783
1.081216,0.882442,0.912177,0.893235,1.148431,0.877119,0.799991,0.902028
0.957985,0.843819,0.764749,0.836009,0.754134,0.889083,0.889124,0.943544
0.991345,0.877169,0.769093,0.858224,0.929279,0.959742,1.090547,1.060500
0.907362,0.897880,0.717062,0.992409,0.965230,0.964597,0.835956,1.084356
0.869512,0.805534,0.817019,0.931028,0.762926,1.016689,0.857154,0.931567
1.019538,0.922739,0.812082,0.787593,0.996333,0.887018,1.147415,0.837968
0.786885,0.902226,0.921848,0.855136,0.824424,0.948271,0.959830,1.227793
1.075927,1.021117,0.942512,0.901973,0.935882,0.910188,1.082242,1.093422
