4.7344,5.2115,5.4246,5.383,5.3053,5.4269,5.5892,5.3218,5.0589,5.138,5.0349,4.222,5.6082,3.9699,5.2427,5.4683,5.5936,5.0189,4.3919,5.0872,4.5235,4.8345,4.2996,4.146,4.6776,5.6826,4.7732,5.1192,4.1573,4.3417,4.7881,4.4915,5.2181,4.9821,4.3618,5.3127,5.1689,5.6511,5.8579,4.7419,4.7676,5.697,5.6637,4.7924,4.2119,4.7358,5.0356,5.9866,4.312,4.7709,3.8013,5.2647,4.6079,4.9172,5.542,4.5255,5.4297,5.2646,5.1129,5.0405,4.7035,4.6345,4.273,5.8596,3.8328,4.6045,5.3008,4.3799,3.7197,5.3193,5.2088,4.2607,5.217,3.3906,4.3824,6.0814,4.3397,5.132,4.8573,5.913,4.7456,4.9278,6.4638,5.0073,5.324,5.2248,6.1289,4.9228,4.1665,4.5482,4.5557,6.3473,3.7799,5.4412,4.8485,5.1945,5.6784,4.1007,5.8636,5.1784,5.9941,5.7995,4.4393,3.0782,5.5832,3.8341,5.0709,4.5797,4.3597,4.861,5.4708,4.1192,5.266,5.1068,5.6313,5.4136,5.1805,4.7107,4.0829,4.8476,5.0036,4.6434,4.6078,5.0181,5.2459,3.9551,5.4581,4.7373
4.5633,4.7669,5.373,5.085,5.1133,4.3346,5.6694,4.9905,5.4466,4.889,5.4947,4.5121,5.0265,5.1995,6.1285,4.4248,4.7744,5.6548,5.052,4.2866,5.1303,5.0411,4.1943,5.3104,5.8394,5.4047,4.7285,4.7352,5.1035,5.571,6.1641,4.655,5.4304,4.6062,4.6985,6.1309,5.0522,5.788,4.4245,4.7018,4.5819,5.5257,4.6884,5.1575,4.758,5.8909,4.846,4.1965,4.9028,3.7528,5.9599,3.6973,4.8095,5.5765,4.5698,5.6604,4.6051,4.9056,4.738,5.3527,5.0095,4.4048,3.8334,4.9663,4.7965,4.3358,5.5748,4.4676,5.3226,4.1381,4.254,4.67,5.4044,4.9699,5.1055,4.922,5.882,4.7106,4.2118,4.9017,5.2114,5.5599,6.0003,4.6662,5.5946,5.6724,5.6539,4.6274,5.6815,4.9723,5.1911,5.7595,4.5445,4.6931,4.8519,4.4292,5.3304,5.1167,5.33,4.5785,5.2417,4.9806,5.7087,4.772,4.7944,4.9279,4.6536,5.1203,5.4333,4.4753,4.8972,5.5001,5.251,4.8102,5.434,5.7266,4.9152,5.1693,5.4624,5.1416,4.6833,5.3347,4.9168,5.1273,4.9761,5.0085,6.0588,4.4016
4.5469,4.3064,4.9689,4.5104,3.8261,5.4506,5.4835,4.0413,5.428,4.9542,5.8865,3.992,5.5157,4.223,4.9423,4.1327,5.2237,4.3264,4.2786,3.9117,4.0088,5.8888,5.0888,5.0846,4.8048,4.2708,4.9491,4.8153,5.1551,4.6675,5.9947,5.112,5.1091,5.5451,4.7746,4.2813,4.7615,5.6253,4.2829,4.1093,5.76,4.9842,4.1684,5.6072,5.5783,4.8507,4.6097,4.0596,5.1967,4.5383,5.1982,3.8862,4.1772,4.7652,4.6677,4.4053,4.2522,5.4121,5.1791,5.405,4.347,4.9854,4.1361,3.7019,5.3486,5.2277,4.9078,4.8665,4.886,4.3321,4.322,5.1221,4.4715,4.8376,5.1249,3.9869,4.0042,4.9714,5.141,4.4656,5.7144,4.7834,4.5976,5.345,4.4439,4.4992,5.0598,4.8641,4.7552,4.8697,5.869,4.5616,4.959,4.8856,4.6647,5.013,4.7271,3.8535,4.7113,5.2977,4.9233,4.4944,5.0961,4.8609,5.2854,5.3876,6.3692,4.8093,5.3229,5.2086,4.4338,5.0382,5.3674,5.8762,4.8774,4.949,5.6797,4.6917,5.2232,3.6313,5.0507,3.8754,5.4595,5.0881,5.0442,4.8841,4.1312,5.2043
5.0609,5.1049,5.1053,5.5906,5.3568,5.7921,4.725,4.2099,5.1837,4.3537,5.3085,4.9176,4.2932,4.8985,4.3664,5.1052,4.7958,5.5296,4.3159,5.1461,5.2709,5.4026,5.6747,5.2934,3.8344,4.9293,5.432,4.8371,4.1391,4.8594,5.1659,5.6868,4.2923,5.2064,3.8471,5.0931,4.6898,5.7927,4.9612,3.8921,4.7949,4.3977,4.0304,4.2449,4.1858,5.7726,5.461,3.9982,4.4572,4.6565,4.7114,5.005,5.0791,5.39,4.616,4.5567,5.1124,6.0417,4.9014,4.3636,5.0506,4.7025,5.1332,4.5484,4.8885,5.2564,4.8701,5.2429,4.6252,6.6125,5.077,5.5791,4.6694,5.4997,4.8249,4.7042,4.7432,4.15,4.985,4.918,5.3697,4.5874,4.7333,4.6712,4.874,5.4871,5.5025,5.931,4.7549,5.326,5.365,4.2904,5.8059,5.61,5.2683,5.0913,5.1189,4.8468,4.8627,5.2364,4.563,5.0474,5.589,5.02,5.2124,4.6639,3.9842,5.1991,4.4062,5.0453,4.5208,4.5099,4.3297,5.1812,4.7579,4.7731,5.5395,4.2863,5.6064,4.6739,5.0942,4.9615,5.205,4.9395,5.2354,4.3295,3.9508,5.1961
4.6996,5.2211,4.5773,4.3451,4.4132,3.902,4.0642,5.2225,5.7298,5.5195,4.7457,4.1337,4.0337,5.0195,4.7294,4.8178,5.2548,4.5602,5.6869,4.9885,4.2444,5.1536,5.2614,4.9037,5.4204,4.1249,5.5686,4.4525,4.7505,4.8634,4.484,5.7537,5.031,5.3825,4.3935,5.3197,5.6149,5.6013,5.2201,4.9887,5.2734,5.6135,4.9015,5.1423,5.5539,4.9212,4.5804,4.8636,4.8103,5.0469,5.7006,4.3607,5.038,5.1998,4.805,5.659,5.4809,4.6274,4.6977,4.8747,4.4269,5.5001,5.0885,5.1796,5.742,5.1367,5.6617,4.2322,4.5699,5.6401,4.9741,4.5602,5.5964,4.8303,4.0993,4.1054,4.8337,4.9027,5.3576,4.7094,3.5795,4.2416,5.7518,4.5136,4.4616,4.6393,4.7411,5.5461,4.2179,5.8002,4.5274,4.8885,5.5438,4.5513,4.9662,4.878,4.5606,4.6313,3.8745,4.8541,4.6573,5.0394,4.8982,5.1587,5.685,4.4805,4.2209,3.8848,5.0924,4.6883,4.9086,4.1135,4.8392,4.4333,4.7243,4.7369,4.932,5.4718,5.2665,5.1708,5.5185,5.0864,3.9661,4.9153,5.652,4.691,5.2781,5.2126
4.2623,4.4729,5.0319,5.1299,5.3456,5.6769,4.2257,5.8378,5.0224,5.5068,5.2998,5.3241,4.5236,4.9676,4.7073,5.8004,5.8882,4.9773,5.3174,5.2104,4.7475,5.0457,4.9131,4.5054,5.3666,5.1038,4.7893,5.478,4.5623,5.3833,4.4155,5.5085,5.7434,5.1904,5.3327,4.8572,5.3955,5.2069,6.0644,5.7455,5.3734,4.1811,4.9888,3.6741,4.9169,4.9547,4.7487,5.2329,4.3513,5.1639,5.3011,5.6946,5.274,6.4135,4.6806,5.4568,4.736,4.5938,4.3666,5.6494,5.1088,4.7937,5.573,4.5668,5.1158,5.5398,5.3233,4.2072,4.9586,5.2073,5.5864,5.1506,5.5397,4.5775,5.3757,5.9919,4.589,3.343,5.1538,5.2362,4.9919,4.7679,4.3804,5.1638,4.7299,5.4807,4.1879,4.6268,5.1031,5.0532,4.9083,5.0882,4.9234,5.3574,6.6507,5.1629,4.5206,4.4322,4.4225,4.9662,4.5543,5.2342,5.6351,5.4723,5.3274,5.3111,4.9418,5.1536,3.7196,5.8635,4.911,5.3793,5.0725,4.4572,4.4718,5.004,5.6341,4.7962,5.3093,4.7026,4.5899,4.7256,5.0019,4.8554,4.6649,5.1804,4.056,4.7785
5.5803,4.5269,4.5738,4.4329,4.3568,5.276,4.9439,4.8948,5.0726,3.6966,4.6813,4.3016,5.0678,5.688,5.344,5.0327,4.9333,6.1551,4.8324,4.7758,4.8938,5.1257,4.1102,6.1605,4.9348,4.9878,5.231,4.6974,5.4619,5.0561,5.2067,5.1954,5.2646,5.5836,4.3701,5.6614,5.5227,5.1046,4.3219,5.7733,5.2353,5.2155,5.489,4.4044,4.4224,4.0982,4.1417,5.6162,5.406,4.9741,4.2216,4.8391,4.6129,4.7501,5.2564,5.4552,5.8104,5.4952,5.4785,4.7211,4.1041,5.8537,5.2226,4.1842,4.2824,5.7117,5.6349,5.1953,4.0525,4.9069,4.2192,5.2806,4.6321,4.1157,4.8506,6.2363,5.1489,5.8721,5.1657,4.9514,4.6452,4.6869,5.4654,5.5848,4.5531,5.3937,4.9793,5.2497,5.5409,4.6504,5.1136,5.3008,5.3475,4.3296,5.2476,5.3641,5.0941,5.2608,5.5107,4.4744,5.0515,4.7926,4.8431,4.9686,4.0529,4.8103,5.1568,5.8479,5.6088,5.0475,4.8899,4.6468,5.7931,5.1349,4.7718,5.2919,5.6898,4.9223,4.0236,3.9141,4.0245,4.5392,5.1498,5.0013,5.5445,5.2812,4.4041,5.3963
4.445,5.419,4.5371,5.396,4.4924,4.4669,5.7497,6.3335,4.9859,4.3822,5.0627,5.8666,4.8256,5.3783,3.4079,4.4177,4.7286,4.9352,5.0079,5.2264,5.5679,4.9934,4.8296,5.0289,6.0027,4.4471,5.7804,4.6736,4.6845,4.4018,5.338,5.2982,4.6399,5.3923,4.0695,5.5051,4.9689,4.3326,4.8641,4.7619,3.9041,4.7858,5.3274,4.3157,4.5468,4.4013,4.8409,5.1582,5.6555,5.6536,4.6642,5.1104,4.5472,4.382,4.5004,6.9311,5.8373,5.3432,4.6382,5.0649,5.002,5.4836,5.1543,5.3399,6.2286,4.7312,5.9487,4.0747,4.8669,5.3191,4.687,5.5174,5.6265,4.6104,4.5648,5.624,5.0084,5.1669,4.5013,4.6437,5.1452,5.4184,5.3517,5.561,4.9774,5.3343,5.239,4.415,4.416,4.7774,5.0906,5.2199,4.6967,5.2505,5.5549,6.2126,5.0263,4.61,5.0359,3.6447,4.5333,4.7214,5.0102,5.3021,5.8229,4.8936,6.1635,5.1243,4.6997,5.6468,3.8127,5.0491,4.8005,5.0579,5.9822,5.0844,4.3467,5.1608,5.0202,4.9101,5.2775,5.1635,5.2148,4.5965,5.2596,4.6852,4.8059,6.1108
4.4075,6.2181,4.9841,4.8727,5.9994,4.5961,5.5924,5.0918,4.9058,5.0364,5.0877,4.2519,5.2166,4.7196,4.6996,4.7474,5.584,4.1585,4.8343,5.7659,5.51,4.5122,5.6473,5.253,4.9077,5.3259,5.2821,5.3644,5.3156,5.2973,4.4281,5.9266,4.6328,5.0831,4.8234,5.5043,4.4265,5.6433,5.1996,4.5276,4.7923,4.6176,4.1944,3.7892,3.6081,5.2477,4.6278,5.1598,5.0323,4.661,4.8612,4.733,4.3399,5.9836,5.6698,5.6824,5.4266,4.3767,5.4847,5.5915,4.3629,5.1418,4.8569,5.0301,4.9784,5.6352,5.6327,5.1829,5.135,5.2944,5.9756,5.462,5.2359,4.6691,3.3991,5.341,5.354,4.9854,5.4434,5.1754,5.6285,4.6413,4.6692,5.1831,6.99,6.094,4.7527,5.9101,4.3018,4.7209,4.7336,4.6234,4.7383,5.4903,4.9824,4.8664,6.3007,5.1653,5.1402,4.9521,5.2852,6.1324,5.1511,4.1061,4.44,4.6446,5.3491,5.5259,5.1653,4.711,5.2543,4.9481,5.8773,6.2394,5.4367,5.6945,4.9654,4.6111,5.7359,4.8855,4.4022,5.1989,6.0122,5.6083,4.008,5.8949,5.6132,5.2613
5.5141,4.5449,5.9927,5.2235,4.0276,5.3377,5.0545,5.791,5.3947,5.5819,4.6913,4.2118,5.8218,5.3963,4.879,5.1832,5.2676,5.1887,4.9073,5.7819,4.7179,5.1906,5.3793,5.134,5.5819,4.3256,5.2776,4.2737,4.9374,4.9743,4.8019,4.9777,5.6422,5.3427,4.0821,4.6241,6.0205,5.8087,5.1209,4.902,4.9082,5.9028,4.7469,4.615,6.0766,5.1405,6.3122,5.2838,4.754,5.4748,4.5594,4.396,4.4505,5.9668,5.7924,5.2356,4.6743,5.3346,5.2777,5.1378,4.639,5.6201,5.1327,4.7179,5.4098,5.3481,4.814,5.1328,5.2495,4.9489,6.4085,5.1071,5.2282,5.0037,5.2959,5.1816,5.9894,5.37,6.04,4.3529,5.4728,5.3656,5.135,5.0351,4.9721,4.6052,4.9343,4.5165,4.768,4.8424,5.6632,4.3709,5.071,4.8007,5.2025,5.5605,3.4523,5.601,5.6744,5.8905,4.6335,6.08,4.4004,4.8608,5.275,4.6104,5.4244,4.816,5.2649,5.5257,5.5791,5.9009,6.3097,4.9438,5.3289,4.7878,5.7339,4.5281,5.5308,4.8736,4.7349,5.7061,4.7143,5.2148,4.7638,4.7171,4.647,3.924
